"Country","GBDCHILDCAUSES","Year","Deaths_0_to_27_Days","Deaths_1_to_59_Months","Deaths_0_to_4_Years"
"Trinidad and Tobago","Diarrhoeal diseases","2012","0","2","2"
"Trinidad and Tobago","Diarrhoeal diseases","2011","0","2","2"
"Trinidad and Tobago","Diarrhoeal diseases","2010","0","3","3"
"Trinidad and Tobago","Diarrhoeal diseases","2009","0","3","3"
"Trinidad and Tobago","Diarrhoeal diseases","2008","0","4","4"
"Trinidad and Tobago","Diarrhoeal diseases","2007","0","0","0"
"Trinidad and Tobago","Diarrhoeal diseases","2006","0","6","6"
"Trinidad and Tobago","Diarrhoeal diseases","2005","0","7","7"
"Trinidad and Tobago","Diarrhoeal diseases","2004","0","0","0"
"Trinidad and Tobago","Diarrhoeal diseases","2003","0","4","4"
"Trinidad and Tobago","Diarrhoeal diseases","2002","0","0","0"
"Trinidad and Tobago","Diarrhoeal diseases","2001","0","7","7"
"Trinidad and Tobago","Diarrhoeal diseases","2000","0","5","5"
"Trinidad and Tobago","Pertussis","2013","0","0","0"
"Trinidad and Tobago","Pertussis","2012","0","0","0"
"Trinidad and Tobago","Pertussis","2011","0","0","0"
"Trinidad and Tobago","Pertussis","2010","0","0","0"
"Trinidad and Tobago","Pertussis","2009","0","0","0"
"Trinidad and Tobago","Pertussis","2008","0","0","0"
"Trinidad and Tobago","Pertussis","2007","0","0","0"
"Trinidad and Tobago","Pertussis","2006","0","0","0"
"Trinidad and Tobago","Pertussis","2005","0","0","0"
"Trinidad and Tobago","Pertussis","2004","0","0","0"
"Trinidad and Tobago","Pertussis","2003","0","0","0"
"Trinidad and Tobago","Pertussis","2002","0","0","0"
"Trinidad and Tobago","Pertussis","2001","0","0","0"
"Trinidad and Tobago","Pertussis","2000","0","0","0"
"Trinidad and Tobago","Tetanus","2013","0","0","0"
"Trinidad and Tobago","Tetanus","2012","0","0","0"
"Trinidad and Tobago","Tetanus","2011","0","0","0"
"Trinidad and Tobago","Tetanus","2010","0","0","0"
"Trinidad and Tobago","Tetanus","2009","0","0","0"
"Trinidad and Tobago","Tetanus","2008","0","0","0"
"Trinidad and Tobago","Tetanus","2007","0","0","0"
"Trinidad and Tobago","Tetanus","2006","0","0","0"
"Trinidad and Tobago","Tetanus","2005","0","0","0"
"Trinidad and Tobago","Tetanus","2004","0","0","0"
"Trinidad and Tobago","Tetanus","2003","0","0","0"
"Trinidad and Tobago","Tetanus","2002","0","0","0"
"Trinidad and Tobago","Tetanus","2001","0","0","0"
"Trinidad and Tobago","Tetanus","2000","0","0","0"
"Trinidad and Tobago","Measles","2013","0","0","0"
"Trinidad and Tobago","Measles","2012","0","0","0"
"Trinidad and Tobago","Measles","2011","0","0","0"
"Trinidad and Tobago","Measles","2010","0","0","0"
"Trinidad and Tobago","Measles","2009","0","0","0"
"Trinidad and Tobago","Measles","2008","0","0","0"
"Trinidad and Tobago","Measles","2007","0","0","0"
"Trinidad and Tobago","Measles","2006","0","0","0"
"Trinidad and Tobago","Measles","2005","0","0","0"
"Trinidad and Tobago","Measles","2004","0","0","0"
"Trinidad and Tobago","Measles","2003","0","0","0"
"Trinidad and Tobago","Measles","2002","0","0","0"
"Trinidad and Tobago","Measles","2001","0","0","0"
"Trinidad and Tobago","Measles","2000","0","0","0"
"Trinidad and Tobago","Meningitis/encephalitis","2013","1","3","4"
"Trinidad and Tobago","Meningitis/encephalitis","2012","1","4","4"
"Trinidad and Tobago","Meningitis/encephalitis","2011","1","4","4"
"Trinidad and Tobago","Meningitis/encephalitis","2010","1","4","4"
"Trinidad and Tobago","Meningitis/encephalitis","2009","1","4","4"
"Trinidad and Tobago","Meningitis/encephalitis","2008","0","4","4"
"Trinidad and Tobago","Meningitis/encephalitis","2007","2","2","5"
"Trinidad and Tobago","Meningitis/encephalitis","2006","0","4","4"
"Trinidad and Tobago","Meningitis/encephalitis","2005","2","3","5"
"Trinidad and Tobago","Meningitis/encephalitis","2004","0","2","2"
"Trinidad and Tobago","Meningitis/encephalitis","2003","1","3","4"
"Trinidad and Tobago","Meningitis/encephalitis","2002","2","4","6"
"Trinidad and Tobago","Meningitis/encephalitis","2001","1","2","3"
"Trinidad and Tobago","Meningitis/encephalitis","2000","0","6","6"
"Trinidad and Tobago","Malaria","2013","0","0","0"
"Trinidad and Tobago","Malaria","2012","0","0","0"
"Trinidad and Tobago","Malaria","2011","0","0","0"
"Trinidad and Tobago","Malaria","2010","0","0","0"
"Trinidad and Tobago","Malaria","2009","0","0","0"
"Trinidad and Tobago","Malaria","2008","0","0","0"
"Trinidad and Tobago","Malaria","2007","0","0","0"
"Trinidad and Tobago","Malaria","2006","0","0","0"
"Trinidad and Tobago","Malaria","2005","0","0","0"
"Trinidad and Tobago","Malaria","2004","0","0","0"
"Trinidad and Tobago","Malaria","2003","0","0","0"
"Trinidad and Tobago","Malaria","2002","0","0","0"
"Trinidad and Tobago","Malaria","2001","0","0","0"
"Trinidad and Tobago","Malaria","2000","0","0","0"
"Trinidad and Tobago","Acute lower respiratory infections","2013","20","10","31"
"Trinidad and Tobago","Acute lower respiratory infections","2012","21","11","32"
"Trinidad and Tobago","Acute lower respiratory infections","2011","22","12","34"
"Trinidad and Tobago","Acute lower respiratory infections","2010","23","13","36"
"Trinidad and Tobago","Acute lower respiratory infections","2009","24","14","38"
"Trinidad and Tobago","Acute lower respiratory infections","2008","24","12","37"
"Trinidad and Tobago","Acute lower respiratory infections","2007","16","20","37"
"Trinidad and Tobago","Acute lower respiratory infections","2006","15","14","28"
"Trinidad and Tobago","Acute lower respiratory infections","2005","21","20","41"
"Trinidad and Tobago","Acute lower respiratory infections","2004","12","23","35"
"Trinidad and Tobago","Acute lower respiratory infections","2003","15","15","30"
"Trinidad and Tobago","Acute lower respiratory infections","2002","17","15","31"
"Trinidad and Tobago","Acute lower respiratory infections","2001","16","11","27"
"Trinidad and Tobago","Acute lower respiratory infections","2000","8","8","17"
"Trinidad and Tobago","Prematurity","2013","111","2","113"
"Trinidad and Tobago","Prematurity","2012","116","2","118"
"Trinidad and Tobago","Prematurity","2011","121","2","123"
"Trinidad and Tobago","Prematurity","2010","126","2","128"
"Trinidad and Tobago","Prematurity","2009","130","2","132"
"Trinidad and Tobago","Prematurity","2008","134","0","134"
"Trinidad and Tobago","Prematurity","2007","110","0","110"
"Trinidad and Tobago","Prematurity","2006","97","9","106"
"Trinidad and Tobago","Prematurity","2005","130","2","132"
"Trinidad and Tobago","Prematurity","2004","136","5","140"
"Trinidad and Tobago","Prematurity","2003","123","8","132"
"Trinidad and Tobago","Prematurity","2002","122","0","122"
"Trinidad and Tobago","Prematurity","2001","158","0","158"
"Trinidad and Tobago","Prematurity","2000","156","42","199"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2013","37","0","37"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2012","38","0","39"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2011","40","1","40"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2010","41","1","42"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2009","43","1","43"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2008","44","0","44"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2007","63","0","63"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2006","75","2","77"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2005","52","2","54"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2004","58","5","63"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2003","46","3","49"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2002","33","0","33"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2001","50","0","50"
"Trinidad and Tobago","Birth asphyxia and birth trauma","2000","131","12","143"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2013","17","0","17"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2012","17","0","17"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2011","18","0","18"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2010","19","0","19"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2009","19","0","19"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2008","20","0","20"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2007","16","0","16"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2006","31","0","31"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2005","43","0","43"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2004","39","0","39"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2003","44","0","44"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2002","42","0","42"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2001","29","0","29"
"Trinidad and Tobago","Sepsis and other infectious conditions of the newborn","2000","15","0","15"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2013","28","1","29"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2012","30","1","31"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2011","31","1","32"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2010","32","1","34"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2009","33","2","35"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2008","34","4","38"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2007","58","2","61"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2006","37","3","40"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2005","35","2","37"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2004","49","9","58"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2003","41","8","49"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2002","29","0","29"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2001","20","11","31"
"Trinidad and Tobago","Other communicable, perinatal and nutritional conditions","2000","5","23","28"
"Trinidad and Tobago","Congenital anomalies","2013","69","36","105"
"Trinidad and Tobago","Congenital anomalies","2012","72","38","110"
"Trinidad and Tobago","Congenital anomalies","2011","75","40","115"
"Trinidad and Tobago","Congenital anomalies","2010","78","41","120"
"Trinidad and Tobago","Congenital anomalies","2009","81","42","123"
"Trinidad and Tobago","Congenital anomalies","2008","83","43","126"
"Trinidad and Tobago","Congenital anomalies","2007","80","45","124"
"Trinidad and Tobago","Congenital anomalies","2006","107","39","146"
"Trinidad and Tobago","Congenital anomalies","2005","82","49","131"
"Trinidad and Tobago","Congenital anomalies","2004","74","38","112"
"Trinidad and Tobago","Congenital anomalies","2003","87","34","121"
"Trinidad and Tobago","Congenital anomalies","2002","100","18","117"
"Trinidad and Tobago","Congenital anomalies","2001","74","36","110"
"Trinidad and Tobago","Congenital anomalies","2000","35","30","65"
"Trinidad and Tobago","Other noncommunicable diseases","2013","5","34","39"
"Trinidad and Tobago","Other noncommunicable diseases","2012","6","35","41"
"Trinidad and Tobago","Other noncommunicable diseases","2011","6","39","44"
"Trinidad and Tobago","Other noncommunicable diseases","2010","6","41","47"
"Trinidad and Tobago","Other noncommunicable diseases","2009","6","44","50"
"Trinidad and Tobago","Other noncommunicable diseases","2008","7","45","52"
"Trinidad and Tobago","Other noncommunicable diseases","2007","5","55","59"
"Trinidad and Tobago","Other noncommunicable diseases","2006","2","47","49"
"Trinidad and Tobago","Other noncommunicable diseases","2005","0","47","47"
"Trinidad and Tobago","Other noncommunicable diseases","2004","0","47","47"
"Trinidad and Tobago","Other noncommunicable diseases","2003","2","50","52"
"Trinidad and Tobago","Other noncommunicable diseases","2002","5","57","62"
"Trinidad and Tobago","Other noncommunicable diseases","2001","4","38","42"
"Trinidad and Tobago","Other noncommunicable diseases","2000","0","21","21"
"Trinidad and Tobago","Injuries","2013","1","28","30"
"Trinidad and Tobago","Injuries","2012","1","30","31"
"Trinidad and Tobago","Injuries","2011","1","31","32"
"Trinidad and Tobago","Injuries","2010","2","31","33"
"Trinidad and Tobago","Injuries","2009","2","31","33"
"Trinidad and Tobago","Injuries","2008","2","39","40"
"Trinidad and Tobago","Injuries","2007","7","23","30"
"Trinidad and Tobago","Injuries","2006","0","31","31"
"Trinidad and Tobago","Injuries","2005","4","25","29"
"Trinidad and Tobago","Injuries","2004","0","24","24"
"Trinidad and Tobago","Injuries","2003","5","28","33"
"Trinidad and Tobago","Injuries","2002","6","45","51"
"Trinidad and Tobago","Injuries","2001","2","45","47"
"Trinidad and Tobago","Injuries","2000","2","11","12"
"USA","HIV/AIDS","2013","1","2","3"
"USA","HIV/AIDS","2012","1","2","3"
"USA","HIV/AIDS","2011","1","3","3"
"USA","HIV/AIDS","2010","1","3","5"
"USA","HIV/AIDS","2009","0","3","4"
"USA","HIV/AIDS","2008","0","3","4"
"USA","HIV/AIDS","2007","1","15","16"
"USA","HIV/AIDS","2006","1","10","11"
"USA","HIV/AIDS","2005","1","7","8"
"USA","HIV/AIDS","2004","1","12","13"
"USA","HIV/AIDS","2003","1","12","13"
"USA","HIV/AIDS","2002","4","14","18"
"USA","HIV/AIDS","2001","2","35","37"
"USA","HIV/AIDS","2000","1","40","41"
"USA","Diarrhoeal diseases","2013","0","538","538"
"USA","Diarrhoeal diseases","2012","0","551","551"
"USA","Diarrhoeal diseases","2011","0","563","563"
"USA","Diarrhoeal diseases","2010","0","568","568"
"USA","Diarrhoeal diseases","2009","0","598","598"
"USA","Diarrhoeal diseases","2008","0","629","629"
"USA","Diarrhoeal diseases","2007","0","636","636"
"USA","Diarrhoeal diseases","2006","0","635","635"
"USA","Diarrhoeal diseases","2005","0","623","623"
"USA","Diarrhoeal diseases","2004","0","655","655"
"USA","Diarrhoeal diseases","2003","0","610","610"
"USA","Diarrhoeal diseases","2002","0","644","644"
"USA","Diarrhoeal diseases","2001","0","636","636"
"USA","Diarrhoeal diseases","2000","0","630","630"
"USA","Pertussis","2013","2","27","29"
"USA","Pertussis","2012","2","28","30"
"USA","Pertussis","2011","2","27","29"
"USA","Pertussis","2010","2","40","42"
"USA","Pertussis","2009","2","22","24"
"USA","Pertussis","2008","2","26","28"
"USA","Pertussis","2007","2","10","12"
"USA","Pertussis","2006","0","14","14"
"USA","Pertussis","2005","3","44","47"
"USA","Pertussis","2004","2","23","25"
"USA","Pertussis","2003","4","12","16"
"USA","Pertussis","2002","0","31","31"
"USA","Pertussis","2001","2","25","27"
"USA","Pertussis","2000","4","14","18"
"USA","Tetanus","2013","0","0","0"
"USA","Tetanus","2012","0","0","0"
"USA","Tetanus","2011","0","0","0"
"USA","Tetanus","2010","0","0","0"
"USA","Tetanus","2009","0","0","0"
"USA","Tetanus","2008","0","0","0"
"USA","Tetanus","2007","0","0","0"
"USA","Tetanus","2006","0","0","0"
"USA","Tetanus","2005","0","0","0"
"USA","Tetanus","2004","0","0","0"
"USA","Tetanus","2003","0","0","0"
"USA","Tetanus","2002","0","0","0"
"USA","Tetanus","2001","0","0","0"
"USA","Tetanus","2000","0","0","0"
"USA","Measles","2013","0","0","0"
"USA","Measles","2012","0","0","0"
"USA","Measles","2011","0","0","0"
"USA","Measles","2010","0","0","0"
"USA","Measles","2009","0","0","0"
"USA","Measles","2008","0","0","0"
"USA","Measles","2007","0","0","0"
"USA","Measles","2006","0","0","0"
"USA","Measles","2005","0","2","2"
"USA","Measles","2004","0","0","0"
"USA","Measles","2003","0","2","2"
